2022-04-18 13:57:05.596 INFO   [main] (JDBC.java:45) - 连接数据库...
2022-04-28 13:33:37.460 INFO   [Thread-41] (Example.java:201) - 085910
2022-04-28 13:33:37.461 INFO   [Thread-41] (Example.java:217) - 文件删除成功！
2022-04-28 13:33:37.461 INFO   [Thread-41] (Example.java:236) - 循环！
2022-04-28 13:33:41.755 INFO   [Thread-41] (Example.java:200) - 1326200255
2022-04-28 13:33:41.755 INFO   [Thread-41] (Example.java:201) - 085910
2022-04-28 13:33:41.756 INFO   [Thread-41] (Example.java:217) - 文件删除成功！
2022-04-28 13:33:41.944 INFO   [Thread-41] (LoginOk.java:42) - 分割线=============
2022-04-28 13:33:41.944 INFO   [Thread-41] (LoginOk.java:43) - 福建水利电力职业技术学院信息提示页
该时段你已经填报，不能重复填报!
确定
2022-04-28 13:33:41.944 INFO   [Thread-41] (LoginOk.java:57) - 即将填报温度36.9
2022-04-28 13:33:41.944 INFO   [Thread-41] (LoginOk.java:79) - 提示
2022-04-28 13:33:57.618 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:33:57.618 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:33:57.619 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:33:57.619 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:01.700 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:01.700 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:01.702 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:01.702 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:05.855 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:05.855 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:05.856 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:05.856 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:09.925 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:09.925 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:09.926 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:09.926 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:14.012 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:14.012 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:14.013 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:14.013 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:18.116 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:18.116 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:18.117 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:18.117 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:22.317 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:22.317 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:22.318 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:22.319 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:26.306 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:26.306 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:26.307 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:26.307 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:30.325 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:30.325 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:30.326 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:30.326 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:34.524 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:34.524 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:34.524 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:34.525 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:38.579 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:38.579 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:38.580 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:38.580 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:42.794 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:42.794 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:42.795 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:42.795 INFO   [Thread-43] (Example.java:236) - 循环！
2022-04-28 13:34:47.000 INFO   [Thread-43] (Example.java:200) - 1326200107
2022-04-28 13:34:47.000 INFO   [Thread-43] (Example.java:201) - 082852
2022-04-28 13:34:47.001 INFO   [Thread-43] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:47.183 INFO   [Thread-43] (LoginOk.java:42) - 分割线=============
2022-04-28 13:34:47.183 INFO   [Thread-43] (LoginOk.java:43) - 福建水利电力职业技术学院信息提示页
该时段你已经填报，不能重复填报!
确定
2022-04-28 13:34:47.183 INFO   [Thread-43] (LoginOk.java:57) - 即将填报温度36.3
2022-04-28 13:34:47.183 INFO   [Thread-43] (LoginOk.java:79) - 提示
2022-04-28 13:34:57.387 INFO   [Thread-45] (Example.java:200) - 1326200091
2022-04-28 13:34:57.387 INFO   [Thread-45] (Example.java:201) - 215919
2022-04-28 13:34:57.388 INFO   [Thread-45] (Example.java:217) - 文件删除成功！
2022-04-28 13:34:57.388 INFO   [Thread-45] (Example.java:236) - 循环！
2022-04-28 13:35:01.494 INFO   [Thread-45] (Example.java:200) - 1326200091
2022-04-28 13:35:01.494 INFO   [Thread-45] (Example.java:201) - 215919
2022-04-28 13:35:01.495 INFO   [Thread-45] (Example.java:217) - 文件删除成功！
2022-04-28 13:35:01.495 INFO   [Thread-45] (Example.java:236) - 循环！
2022-04-28 13:35:05.686 INFO   [Thread-45] (Example.java:200) - 1326200091
2022-04-28 13:35:05.686 INFO   [Thread-45] (Example.java:201) - 215919
2022-04-28 13:35:05.687 INFO   [Thread-45] (Example.java:217) - 文件删除成功！
2022-04-28 13:35:05.687 INFO   [Thread-45] (Example.java:236) - 循环！
2022-04-28 13:35:09.988 INFO   [Thread-45] (Example.java:200) - 1326200091
2022-04-28 13:35:09.988 INFO   [Thread-45] (Example.java:201) - 215919
2022-04-28 13:35:09.989 INFO   [Thread-45] (Example.java:217) - 文件删除成功！
2022-04-28 13:35:10.196 INFO   [Thread-45] (LoginOk.java:42) - 分割线=============
2022-04-28 13:35:10.196 INFO   [Thread-45] (LoginOk.java:43) - 福建水利电力职业技术学院信息提示页
该时段你已经填报，不能重复填报!
确定
2022-04-28 13:35:10.196 INFO   [Thread-45] (LoginOk.java:57) - 即将填报温度36.2
2022-04-28 13:35:10.197 INFO   [Thread-45] (LoginOk.java:79) - 提示
2022-04-28 14:32:58.331 INFO   [main] (JDBC.java:45) - 连接数据库...
2022-04-28 14:32:58.519 INFO   [main] (JDBC.java:50) -   实例化Statement对象...
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:56) -  正在寻找内容...
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:69) -   ID: 1
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:70) -   账号: 1277200107
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:71) -   密码: 166519
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:12:03.0
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:18:06.0
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:69) -   ID: 2
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:70) -   账号: 1326200145
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:71) -   密码: 050637
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:73) -   到期时间: 2030-05-14 04:18:11.0
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:69) -   ID: 3
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:70) -   账号: 1277200274
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:71) -   密码: 250018
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 15:26:17.0
2022-04-28 14:32:58.597 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-13 15:26:09.0
2022-04-28 14:32:58.612 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.612 INFO   [main] (JDBC.java:69) -   ID: 4
2022-04-28 14:32:58.612 INFO   [main] (JDBC.java:70) -   账号: 1326200122
2022-04-28 14:32:58.612 INFO   [main] (JDBC.java:71) -   密码: 130039
2022-04-28 14:32:58.612 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:32:58.612 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:18:31.0
2022-04-28 14:32:58.612 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.612 INFO   [main] (JDBC.java:69) -   ID: 5
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:70) -   账号: 1326200108
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:71) -   密码: 188530
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:18:38.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:69) -   ID: 6
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:70) -   账号: 1326200107
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:71) -   密码: 082852
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:17.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:69) -   ID: 7
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:70) -   账号: 1326200091
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:71) -   密码: 215919
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:20.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:69) -   ID: 8
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:70) -   账号: 1326200154
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:71) -   密码: 050171
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:22.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:69) -   ID: 9
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:70) -   账号: 1326200255
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:71) -   密码: 085910
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:24.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:69) -   ID: 10
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:70) -   账号: 1326200033
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:71) -   密码: 301017
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:10:22.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-18 04:19:26.0
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:69) -   ID: 11
2022-04-28 14:32:58.628 INFO   [main] (JDBC.java:70) -   账号: 1326200078
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:71) -   密码: 241017
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-15 03:03:34.0
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-15 03:03:14.0
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:69) -   ID: 12
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:70) -   账号: 1326200096
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:71) -   密码: 033511
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-17 20:55:10.0
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-17 20:55:01.0
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:69) -   ID: 13
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:70) -   账号: 1379190045
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:71) -   密码: 178612
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-27 20:35:51.0
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:73) -   到期时间: 2022-06-01 20:35:43.0
2022-04-28 14:32:58.644 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:32:58.753 INFO   [main] (JDBC.java:135) -  查找完成!
2022-04-28 14:32:59.050 INFO   [main] (Example.java:133) - 等待响应
2022-04-28 14:32:59.050 INFO   [main] (Example.java:134) - 输入stop可以结束进程
2022-04-28 14:33:07.942 INFO   [Thread-21] (Example.java:209) - 1277200107
2022-04-28 14:33:07.943 INFO   [Thread-21] (Example.java:210) - 166519
2022-04-28 14:33:07.944 INFO   [Thread-21] (Example.java:226) - 文件删除成功！
2022-04-28 14:33:07.945 INFO   [Thread-21] (Example.java:245) - 循环！
2022-04-28 14:33:12.391 INFO   [Thread-21] (Example.java:209) - 1277200107
2022-04-28 14:33:12.392 INFO   [Thread-21] (Example.java:210) - 166519
2022-04-28 14:33:12.394 INFO   [Thread-21] (Example.java:226) - 文件删除成功！
2022-04-28 14:33:12.395 INFO   [Thread-21] (Example.java:245) - 循环！
2022-04-28 14:35:25.697 INFO   [main] (JDBC.java:45) - 连接数据库...
2022-04-28 14:35:26.025 INFO   [main] (JDBC.java:50) -   实例化Statement对象...
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:56) -  正在寻找内容...
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:69) -   ID: 1
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:70) -   账号: 1277200107
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:71) -   密码: 166519
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:12:03.0
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:18:06.0
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:69) -   ID: 2
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:70) -   账号: 1326200145
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:71) -   密码: 050637
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:73) -   到期时间: 2030-05-14 04:18:11.0
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:69) -   ID: 3
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:70) -   账号: 1277200274
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:71) -   密码: 250018
2022-04-28 14:35:26.041 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 15:26:17.0
2022-04-28 14:35:26.056 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-13 15:26:09.0
2022-04-28 14:35:26.056 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:69) -   ID: 4
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:70) -   账号: 1326200122
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:71) -   密码: 130039
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:18:31.0
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:69) -   ID: 5
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:70) -   账号: 1326200108
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:71) -   密码: 188530
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:18:38.0
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:69) -   ID: 6
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:70) -   账号: 1326200107
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:71) -   密码: 082852
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:17.0
2022-04-28 14:35:26.072 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:69) -   ID: 7
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:70) -   账号: 1326200091
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:71) -   密码: 215919
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:20.0
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:69) -   ID: 8
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:70) -   账号: 1326200154
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:71) -   密码: 050171
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:22.0
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:69) -   ID: 9
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:70) -   账号: 1326200255
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:71) -   密码: 085910
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:24.0
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:69) -   ID: 10
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:70) -   账号: 1326200033
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:71) -   密码: 301017
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:10:22.0
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-18 04:19:26.0
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:69) -   ID: 11
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:70) -   账号: 1326200078
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:71) -   密码: 241017
2022-04-28 14:35:26.087 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-15 03:03:34.0
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-15 03:03:14.0
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:69) -   ID: 12
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:70) -   账号: 1326200096
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:71) -   密码: 033511
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-17 20:55:10.0
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-17 20:55:01.0
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:69) -   ID: 13
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:70) -   账号: 1379190045
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:71) -   密码: 178612
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-27 20:35:51.0
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:73) -   到期时间: 2022-06-01 20:35:43.0
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 14:35:26.103 INFO   [main] (JDBC.java:135) -  查找完成!
2022-04-28 14:35:26.103 INFO   [main] (Example.java:104) - 名单总数： 13
2022-04-28 14:35:26.134 INFO   [main] (Example.java:134) - 等待响应
2022-04-28 14:35:26.134 INFO   [main] (Example.java:135) - 输入stop可以结束进程
2022-04-28 19:38:02.307 INFO   [main] (JDBC.java:45) - 连接数据库...
2022-04-28 19:38:02.483 INFO   [main] (JDBC.java:50) -   实例化Statement对象...
2022-04-28 19:38:02.506 INFO   [main] (JDBC.java:56) -  正在寻找内容...
2022-04-28 19:38:02.507 INFO   [main] (JDBC.java:69) -   ID: 1
2022-04-28 19:38:02.508 INFO   [main] (JDBC.java:70) -   账号: 1277200107
2022-04-28 19:38:02.509 INFO   [main] (JDBC.java:71) -   密码: 166519
2022-04-28 19:38:02.515 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:12:03.0
2022-04-28 19:38:02.516 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:18:06.0
2022-04-28 19:38:02.516 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 19:38:02.517 INFO   [main] (JDBC.java:69) -   ID: 2
2022-04-28 19:38:02.518 INFO   [main] (JDBC.java:70) -   账号: 1326200145
2022-04-28 19:38:02.519 INFO   [main] (JDBC.java:71) -   密码: 050637
2022-04-28 19:38:02.519 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 19:38:02.524 INFO   [main] (JDBC.java:73) -   到期时间: 2030-05-14 04:18:11.0
2022-04-28 19:38:02.525 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 19:38:02.526 INFO   [main] (JDBC.java:69) -   ID: 3
2022-04-28 19:38:02.527 INFO   [main] (JDBC.java:70) -   账号: 1277200274
2022-04-28 19:38:02.527 INFO   [main] (JDBC.java:71) -   密码: 250018
2022-04-28 19:38:02.527 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 15:26:17.0
2022-04-28 19:38:02.528 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-13 15:26:09.0
2022-04-28 19:38:02.529 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 19:38:02.530 INFO   [main] (JDBC.java:69) -   ID: 4
2022-04-28 19:38:02.531 INFO   [main] (JDBC.java:70) -   账号: 1326200122
2022-04-28 19:38:02.532 INFO   [main] (JDBC.java:71) -   密码: 130039
2022-04-28 19:38:02.533 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 19:38:02.533 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:18:31.0
2022-04-28 19:38:02.533 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 19:38:02.535 INFO   [main] (JDBC.java:69) -   ID: 5
2022-04-28 19:38:02.536 INFO   [main] (JDBC.java:70) -   账号: 1326200108
2022-04-28 19:38:02.536 INFO   [main] (JDBC.java:71) -   密码: 188530
2022-04-28 19:38:02.537 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 19:38:02.538 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:18:38.0
2022-04-28 19:38:02.539 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 19:38:02.540 INFO   [main] (JDBC.java:69) -   ID: 6
2022-04-28 19:38:02.541 INFO   [main] (JDBC.java:70) -   账号: 1326200107
2022-04-28 19:38:02.541 INFO   [main] (JDBC.java:71) -   密码: 082852
2022-04-28 19:38:02.542 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 19:38:02.542 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:17.0
2022-04-28 19:38:02.542 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 19:38:02.543 INFO   [main] (JDBC.java:69) -   ID: 7
2022-04-28 19:38:02.544 INFO   [main] (JDBC.java:70) -   账号: 1326200091
2022-04-28 19:38:02.544 INFO   [main] (JDBC.java:71) -   密码: 215919
2022-04-28 19:38:02.549 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
2022-04-28 19:38:02.551 INFO   [main] (JDBC.java:73) -   到期时间: 2022-05-14 04:19:20.0
2022-04-28 19:38:02.551 INFO   [main] (JDBC.java:81) -  当前状态: 未到期
2022-04-28 19:38:02.551 INFO   [main] (JDBC.java:69) -   ID: 8
2022-04-28 19:38:02.552 INFO   [main] (JDBC.java:70) -   账号: 1326200154
2022-04-28 19:38:02.552 INFO   [main] (JDBC.java:71) -   密码: 050171
2022-04-28 19:38:02.552 INFO   [main] (JDBC.java:72) -   创建时间: 2022-04-14 04:09:46.0
